inp,output,timestamp
.gradio\flagged\inp\35534550f8f36992dacc\lion.jpg,"{""label"": ""lion"", ""confidences"": [{""label"": ""lion"", ""confidence"": 0.9858367443084717}, {""label"": ""Arabian camel"", ""confidence"": 0.008528467267751694}, {""label"": ""Saluki"", ""confidence"": 0.000821182387880981}]}",2025-12-26 00:06:41.488148
